input,output
0,0.409056543
1,0.519428276
1,0.622694139
1,0.68394307
0,0.416490735
0,0.223149207
0,0.114555372
1,0.357873839
1,0.53905615
1,0.641551921
0,0.39518073
1,0.512471319
0,0.31921185
0,0.172201163
1,0.388619629
1,0.554813624
0,0.349507574
0,0.189173939
1,0.397471
1,0.559312306
0,0.351771514
0,0.190308829
1,0.398039029
0,0.259596437
0,0.141913603
0,0.073379879
0,0.037174555
1,0.3186842
0,0.219361485
1,0.421684619
1,0.573243085
0,0.359101698
0,0.19404688
1,0.399922646
0,0.260541164
0,0.14238655
1,0.373616469
0,0.247292873
0,0.135743364
0,0.070291068
1,0.335629411
1,0.527911481
1,0.635975096
1,0.692391419
0,0.421076484
1,0.525514397
1,0.625752429
0,0.385475261
0,0.20725744
0,0.106532682
1,0.353847133
1,0.537039725
1,0.640543094
1,0.694676193
0,0.422219026
1,0.526085699
0,0.326038087
0,0.175618091
1,0.390328855
1,0.555668389
1,0.649934987
0,0.399387652
0,0.214577858
1,0.410265735
1,0.565728229
0,0.354983187
0,0.191915408
1,0.398842467
1,0.559998186
0,0.352114484
1,0.49048032
1,0.608124776
1,0.676639311
0,0.41283504
1,0.521320597
0,0.323640914
0,0.17441658
0,0.089727515
0,0.045367602
0,0.02278457
0,0.011412439
1,0.30571025
1,0.512855931
1,0.628428127
0,0.388614096
1,0.509187054
1,0.617569528
0,0.381379964
0,0.205209022
1,0.405508319
0,0.263334921
1,0.443783613
0,0.284315037
0,0.154642165
1,0.379818011
0,0.250408392
0,0.137304073
1,0.371072012
1,0.546020001
0,0.3451068
0,0.18697276
0,0.096370252
1,0.3487619
1,0.534496305
1,0.639271223
0,0.394040226
0,0.211901036
0,0.108926702
1,0.355058588
0,0.237648341
0,0.13084798
0,0.067828752
1,0.334395328
0,0.227293855
0,0.125666165
0,0.06523693
1,0.333099235
0,0.226645771
1,0.425342116
0,0.275074904
0,0.150018221
0,0.077505265
1,0.339251863
1,0.529725778
0,0.336882858
1,0.482845423
0,0.30430351
0,0.164727915
0,0.084879189
0,0.042942641
1,0.32157193
0,0.220806087
1,0.422407068
0,0.273604339
0,0.14928233
0,0.077137197
1,0.339067805
0,0.229633744
1,0.42683684
1,0.575822414
1,0.660392006
1,0.704692163
0,0.427245313
0,0.228602503
1,0.417297221
1,0.569247804
0,0.356743741
0,0.192795838
0,0.099282713
0,0.050218315
0,0.025224549
0,0.012635353
0,0.006322292
0,0.003162069
0,0.001581219
0,0.000790647
0,0.000395331
0,0.000197667
0,9.88337E-05
0,4.94169E-05
1,0.300024708
0,0.210012354
0,0.117006177
0,0.060903089
1,0.330931544
0,0.225561772
1,0.424800086
0,0.274803883
0,0.14988271
0,0.077437508
1,0.339217985
0,0.229708839
1,0.426874389
1,0.575841188
1,0.660401393
1,0.704696856
0,0.42724766
1,0.528603676
1,0.627297807
1,0.686248098
1,0.717643888
1,0.733725912
1,0.741843749
0,0.445918033
0,0.237958248
0,0.121978971
0,0.061589455
0,0.030914721
1,0.315481359
0,0.217745479
1,0.4208737
0,0.272837042
0,0.148898559
1,0.376945287
0,0.248971845
0,0.136585763
0,0.07071285
0,0.035840418
1,0.318017008
1,0.519027864
0,0.331517804
1,0.480159676
0,0.302959993
1,0.464056027
0,0.29454322
0,0.159774651
0,0.082387934
0,0.041694089
0,0.020947069
0,0.010493539
0,0.005250771
1,0.302626185
1,0.511313253
1,0.627656658
0,0.388228336
1,0.508994169
1,0.617473085
0,0.381331742
1,0.505184911
1,0.615496264
0,0.380328893
0,0.204680599
0,0.10524353
0,0.053202411
1,0.326717335
1,0.523381893
0,0.333695592
0,0.181248725
0,0.093504548
1,0.347328311
0,0.233779363
0,0.128912723
0,0.06686097
1,0.333911407
1,0.527051888
1,0.635545181
0,0.392176438
1,0.510968988
1,0.618460648
1,0.681825555
0,0.415431824
1,0.522619721
1,0.624290622
0,0.384741464
0,0.206889962
0,0.106348827
1,0.353755183
0,0.236993745
0,0.130520103
0,0.067664698
1,0.334313278
0,0.227252825
0,0.12564565
1,0.365226672
0,0.243094106
0,0.133643207
1,0.369240834
1,0.545104263
1,0.644648901
0,0.396743804
1,0.513255773
1,0.619604661
0,0.382397685
0,0.205717914
1,0.405762771
1,0.563462148
1,0.653847227
0,0.401346844
0,0.215558068
1,0.410755963
1,0.565973367
1,0.655105761
1,0.701976696
1,0.725873111
0,0.437913508
1,0.533952145
1,0.62997515
1,0.687587391
1,0.718313659
1,0.734060822
1,0.742011209
1,0.746001764
1,0.748000114
1,0.748999903
1,0.749499921
1,0.749749954
0,0.449874976
1,0.539937488
0,0.332968744
0,0.179084372
1,0.392062186
1,0.556535093
1,0.650368346
0,0.399604333
1,0.514686199
0,0.320319906
1,0.472755314
1,0.598896729
0,0.371952179
1,0.500476852
1,0.613138579
1,0.67914932
1,0.714090666
1,0.731948534
0,0.440954907
0,0.235473582
1,0.420736016
1,0.570967853
0,0.357603896
0,0.193225942
0,0.09949777
1,0.350325845
1,0.535278314
1,0.639662236
1,0.694235733
0,0.42199879
1,0.52597558
1,0.625983027
0,0.385590561
0,0.20731509
0,0.106561507
1,0.353861546
0,0.237046931
1,0.430546697
1,0.577677995
0,0.361319927
1,0.495156149
1,0.610477312
0,0.377818503
0,0.203425221
0,0.104615804
1,0.352888541
1,0.536560398
1,0.640303425
1,0.694556357
0,0.422159108
0,0.22605574
1,0.416023107
0,0.268610601
0,0.14642511
0,0.075636517
1,0.338303051
1,0.529248484
1,0.636643634
1,0.692725695
0,0.421243623
1,0.525597967
1,0.625794214
1,0.685496153
1,0.717267886
0,0.433537905
1,0.531749745
0,0.328871031
0,0.177034747
1,0.39103722
1,0.556022579
1,0.650112083
0,0.399476201
0,0.214622132
0,0.110287872
1,0.355739297
1,0.537988721
0,0.341018175
0,0.18491385
0,0.095337878
1,0.348245129
0,0.234237803
0,0.129141949
1,0.366975584
0,0.243968714
1,0.434080541
0,0.279459508
1,0.452213601
0,0.28860357
0,0.156801139
0,0.08090044
0,0.040950194
1,0.320575092
0,0.220307545
1,0.422157772
1,0.573479686
0,0.359220003
0,0.194106034
0,0.099952223
0,0.050555953
0,0.025393945
0,0.012720166
1,0.306364722
1,0.513183289
0,0.32859183
0,0.178695952
1,0.392227983
0,0.256689993
1,0.440460197
1,0.582653139
0,0.363811177
0,0.19640251
0,0.101100639
0,0.051130197
0,0.025681074
1,0.312863732
1,0.516436505
0,0.33021918
0,0.179509776
0,0.092634925
1,0.34689347
0,0.233561936
1,0.428804009
1,0.576806612
0,0.360884228
0,0.194938298
1,0.400368386
0,0.26076404
0,0.14249799
1,0.373672189
0,0.247320733
1,0.435757294
1,0.580298033
0,0.362632893
1,0.495813222
1,0.610805966
0,0.377982854
1,0.503507401
0,0.314656895
0,0.169909087
1,0.387470671
0,0.254238561
1,0.439219926
1,0.582030092
0,0.363499072
0,0.196246341
1,0.401022532
0,0.261091138
0,0.142661543
1,0.373753967
1,0.547361622
0,0.345777739
0,0.187308255
0,0.096538005
1,0.348845778
0,0.234538244
0,0.129292193
1,0.367050711
0,0.244006278
0,0.134099324
0,0.069468899
1,0.335218297
0,0.227705918
1,0.425872313
1,0.575340027
1,0.660150788
0,0.404571549
0,0.217185005
1,0.411572349
0,0.266382144
1,0.445310266
1,0.585078972
0,0.365024254
0,0.19700908
0,0.101403931
0,0.051281844
1,0.325756897
1,0.522901644
0,0.333455461
1,0.481128658
0,0.303444515
0,0.164298294
1,0.384664355
0,0.252835219
0,0.138518218
1,0.371679231
1,0.54632364
1,0.645258625
0,0.397048673
0,0.213408209
1,0.409680879
0,0.265435794
0,0.144836968
0,0.074842298
1,0.337905912
0,0.229049909
1,0.426544345
1,0.57567605
0,0.360318801
0,0.194655556
0,0.100227009
0,0.050693351
1,0.325462645
1,0.522754516
0,0.333381897
0,0.181091876
0,0.093426124
0,0.047289099
1,0.323759757
0,0.22190292
1,0.422956068
1,0.573878956
1,0.659419662
1,0.704205868
0,0.427002141
0,0.228480912
0,0.117236424
0,0.059217406
0,0.029728542
0,0.014888239
1,0.307448913
0,0.213725415
0,0.118862899
1,0.361831488
1,0.541395752
0,0.342793877
0,0.185816139
0,0.09579191
0,0.048472723
1,0.324351715
0,0.222198928
0,0.123104078
1,0.363952962
0,0.242456666
0,0.13332437
1,0.369081392
0,0.245024538
1,0.434609037
1,0.579723872
0,0.362345807
1,0.495669678
0,0.310734194
1,0.467946968
0,0.296489458
1,0.460747924
0,0.292874601
1,0.458937428
0,0.29196874
1,0.458484375
1,0.591742188
0,0.368371094
0,0.198685547
1,0.402242774
1,0.561701387
0,0.352966693
1,0.490906547
0,0.308337913
0,0.166745885
1,0.385888328
1,0.553447241
1,0.648824236
1,0.698832241
1,0.724300145
1,0.737126877
0,0.4435588
1,0.536778472
0,0.33138905
1,0.478294488
1,0.601667237
0,0.373337617
0,0.201169608
1,0.403484964
1,0.562322514
1,0.653277263
1,0.701061833
0,0.425415557
1,0.527684706
0,0.326837739
1,0.476017947
0,0.300528789
0,0.162768357
0,0.083884971
0,0.042442644
0,0.021321354
1,0.310680683
0,0.215344343
0,0.119672972
0,0.062236646
1,0.331598355
1,0.525895184
1,0.634966793
1,0.691887237
0,0.420824386
1,0.525388347
0,0.325689404
0,0.175443748
0,0.090241683
0,0.045624804
1,0.322913194
1,0.521476756
0,0.332742409
1,0.480772011
0,0.303266167
0,0.164209116
0,0.084619764
0,0.042812923
1,0.32150707
0,0.220773657
1,0.422390853
1,0.573596231
0,0.359278277
0,0.19413517
1,0.399966792
0,0.260563237
0,0.142397587
0,0.073621987
0,0.037295632
0,0.018744744
1,0.309391757
1,0.514699756
0,0.329350653
0,0.179075482
0,0.092417772
0,0.046784892
1,0.323507647
0,0.221776864
1,0.42289304
1,0.573847442
0,0.359403905
0,0.194197989
0,0.099998202
0,0.050578943
0,0.02540544
0,0.012725913
0,0.006367595
0,0.003184725
1,0.301592548
1,0.510796311
0,0.327398163
1,0.478099083
0,0.301929542
1,0.463540771
0,0.294285585
1,0.459645833
0,0.292323524
1,0.458661884
0,0.291830966
1,0.458415488
1,0.591707745
0,0.368353873
1,0.498676936
1,0.612238468
0,0.378699234
1,0.503865617
0,0.314836009
0,0.169998644
1,0.38751545
0,0.254260951
1,0.43923112
1,0.582035689
1,0.66350187
0,0.40624774
1,0.518023231
0,0.321991488
0,0.173591718
1,0.389315054
0,0.255161366
0,0.139681451
1,0.372260879
1,0.54661447
1,0.645404041
0,0.397121382
1,0.513444563
1,0.619699056
1,0.682444883
1,0.715741512
1,0.73277457
1,0.741368048
0,0.445680177
1,0.537839319
1,0.631919506
1,0.688559722
0,0.418799855
1,0.524303926
0,0.325132763
0,0.175162541
1,0.390100503
1,0.555554098
1,0.649877818
1,0.699359063
0,0.424563562
0,0.227258587
0,0.116624655
0,0.0589114
0,0.029575514
0,0.01481172
1,0.307410653
0,0.213706285
0,0.118853334
1,0.361826705
1,0.54139336
0,0.342792682
1,0.485815541
1,0.605791611
1,0.675472573
1,0.71225164
1,0.731028891
1,0.74049506
1,0.745243653
0,0.447621051
1,0.53881037
1,0.632405154
1,0.688802571
1,0.718921284
0,0.434364642
1,0.532163121
1,0.62907772
1,0.687138092
1,0.718088893
1,0.733948416
0,0.441955002
0,0.23597366
0,0.120986062
1,0.361092877
0,0.240666408
0,0.132357198
0,0.068583398
1,0.334772659
1,0.527482521
1,0.635760499
1,0.692284097
0,0.421022818
0,0.225487563
1,0.415739012
0,0.268468552
1,0.446354085
0,0.285601005
0,0.155285295
0,0.080139606
0,0.040569195
0,0.020384476
1,0.310212213
0,0.215110102
0,0.11955585
1,0.362178085
1,0.541569074
0,0.342880544
1,0.485859473
1,0.605813577
1,0.675483556
0,0.412257132
0,0.221031637
0,0.113496432
0,0.057344339
1,0.328791394
0,0.224419542
1,0.42421454
0,0.274508224
1,0.449734303
0,0.287363189
0,0.156180802
1,0.380590243
0,0.25079509
0,0.137497538
1,0.371168768
0,0.246068384
0,0.135130992
0,0.069984856
1,0.3354763
1,0.527834924
1,0.635936817
0,0.39237228
1,0.511066914
0,0.318509612
1,0.471850037
0,0.298444065
0,0.161725842
1,0.383363683
0,0.252181994
0,0.138191027
0,0.07151552
0,0.036241761
1,0.318217681
1,0.5191282
1,0.631567972
0,0.390184761
0,0.209972535
1,0.407962299
1,0.564576355
1,0.654407219
0,0.401627418
0,0.215698471
1,0.410826188
1,0.566008484
0,0.35512332
0,0.191985476
1,0.398877501
0,0.260015703
0,0.142123242
1,0.373484699
0,0.247226965
0,0.135710406
0,0.070274587
1,0.335621171
1,0.527907361
1,0.635973035
0,0.392390389
0,0.211075969
1,0.408514139
1,0.564852301
1,0.654545196
0,0.401696407
0,0.215732966
1,0.410843435
0,0.266017108
0,0.145127632
0,0.074987632
0,0.037978579
0,0.019086242
0,0.009562512
0,0.004785134
0,0.002393343
1,0.301196826
0,0.210598444
0,0.117299228
0,0.061049615
1,0.331004808
0,0.225598404
0,0.124818402
1,0.364813041
0,0.242887289
0,0.133539798
0,0.06918913
1,0.335078411
1,0.527635975
0,0.335837341
0,0.182322541
1,0.394042045
0,0.257597177
1,0.44091382
1,0.582879956
0,0.363924587
1,0.496459215
1,0.611128992
1,0.678144373
0,0.413588162
1,0.521697276
1,0.623829277
0,0.384510766
1,0.506774609
1,0.616291149
1,0.680726344
0,0.414879326
0,0.222342894
0,0.114152093
0,0.057672176
0,0.028955314
0,0.014501502
0,0.00725552
0,0.003628714
0,0.001814548
1,0.300907312
0,0.210453664
1,0.417226833
0,0.271013417
0,0.147986709
1,0.376489354
0,0.248743877
0,0.136471779
1,0.370655857
0,0.245811922
0,0.13500276
0,0.06992074
0,0.035444242
1,0.317818895
1,0.518928803
0,0.331468272
0,0.18013491
0,0.09294761
1,0.347049836
0,0.233640124
1,0.428843103
1,0.57682616
1,0.660894002
1,0.704943185
0,0.427370829
1,0.528665262
0,0.327328601
1,0.476263494
0,0.300651586
0,0.162829761
1,0.383915674
1,0.552457996
1,0.64832903
1,0.698584521
1,0.724176262
0,0.437064931
0,0.233527826
0,0.119762985
1,0.360481307
1,0.540360616
0,0.342204301
0,0.185506949
1,0.395634434
1,0.558393409
1,0.651311943
0,0.400079019
1,0.514924119
0,0.320438981
0,0.172814875
1,0.388926514
1,0.554967073
1,0.649584299
0,0.399212302
0,0.214490182
0,0.110221897
1,0.35570631
1,0.537972227
1,0.641009928
0,0.394909727
1,0.512335816
0,0.319144099
0,0.172167287
0,0.088602691
1,0.344805155
0,0.232503339
1,0.428271822
1,0.576539942
1,0.660750777
1,0.70487155
1,0.727335007
0,0.43864735
0,0.234319644
0,0.120159016
0,0.060679347
1,0.330459641
1,0.525253814
1,0.634631706
1,0.691716813
1,0.720738598
1,0.735345338
0,0.442667876
1,0.53633298
0,0.331166298
0,0.178183111
1,0.391611548
0,0.256309772
1,0.440255686
1,0.582548003
1,0.663758033
1,0.706375823
1,0.728087273
0,0.439023509
0,0.234507729
0,0.120253059
0,0.060726369
1,0.330483152
1,0.52526557
1,0.634637584
1,0.691719752
1,0.720740068
1,0.735346072
1,0.742668244
1,0.746333163
0,0.44816639
1,0.539083157
1,0.632541571
0,0.388870784
1,0.508955392
0,0.317381696
1,0.471271648
1,0.598151984
1,0.671579224
1,0.710290258
0,0.430045258
0,0.230002655
1,0.417997333
1,0.569597867
1,0.656918774
1,0.702883355
1,0.726326471
0,0.438140194
1,0.534065489
1,0.630031823
0,0.387615727
0,0.208327827
1,0.407067906
1,0.564114752
0,0.354173535
1,0.49151
1,0.608639646
1,0.676896752
1,0.712963762
1,0.731384958
1,0.740673095
1,0.74533267
0,0.44766556
1,0.538832625
1,0.632416281
0,0.388808134
0,0.208924066
1,0.407366033
1,0.564263816
1,0.654248068
1,0.701547266
1,0.725658279
0,0.437806069
1,0.53389842
0,0.329948287
1,0.477573959
1,0.601306943
1,0.673157464
1,0.71107953
1,0.730439925
0,0.440199994
1,0.535096004
0,0.330547203
0,0.177873442
0,0.091456689
1,0.346232338
1,0.533216968
0,0.338628644
1,0.483718354
0,0.304739983
0,0.164946153
1,0.384988309
0,0.252997201
1,0.43859921
0,0.281719727
0,0.153343888
1,0.379168749
1,0.550083735
0,0.34714174
0,0.187990844
1,0.396879417
1,0.559016508
0,0.351623614
1,0.490234879
1,0.608002054
1,0.67657795
0,0.412804359
1,0.521305257
1,0.623633244
0,0.384412745
1,0.506725597
1,0.616266643
1,0.680714091
0,0.414873199
0,0.22233983
1,0.414150561
1,0.56767141
0,0.355954931
0,0.192401311
0,0.099085424
1,0.350119666
1,0.535175224
1,0.63961069
0,0.394209961
0,0.211985903
1,0.408969136
1,0.565079805
0,0.35465895
1,0.491753284
0,0.308761404
0,0.166957654
0,0.085994218
0,0.043500187
0,0.021850709
0,0.010945478
1,0.305476763
1,0.512739187
1,0.628369754
1,0.688584909
0,0.419172461
1,0.524562232
0,0.325276316
1,0.475237198
1,0.600138407
0,0.372573165
0,0.200787375
0,0.103293846
1,0.352226955
0,0.236229484
1,0.430137943
0,0.277473612
1,0.451217734
1,0.588105053
1,0.666551763
0,0.407775729
0,0.218787834
1,0.412373911
1,0.566782954
0,0.355510677
1,0.492179178
1,0.608974357
1,0.677064132
1,0.713047457
1,0.731426807
0,0.440694019
1,0.535343133
1,0.630670791
0,0.38793524
0,0.208487589
0,0.107147788
0,0.054154693
0,0.027193506
0,0.013619985
1,0.306814639
0,0.213408249
1,0.41870431
0,0.271752192
1,0.448356104
1,0.586674053
0,0.365836227
0,0.197417954
0,0.101608945
1,0.351384466
0,0.235808232
0,0.129927316
0,0.067368298
1,0.334165077
1,0.527178724
1,0.635608599
0,0.392208147
1,0.510984843
0,0.318468575
0,0.171829518
1,0.388433805
0,0.254720712
0,0.139461118
1,0.372150711
1,0.546559386
1,0.645376499
0,0.397107611
0,0.213437678
0,0.109695613
0,0.055443162
0,0.027840652
1,0.31394414
1,0.516976833
1,0.630489369
1,0.689644875
1,0.719702476
1,0.734827245
0,0.442408824
1,0.536203452
0,0.331101534
1,0.478150729
1,0.601595357
0,0.373301677
0,0.201151638
0,0.103475979
0,0.052318021
1,0.326275017
1,0.52316071
1,0.633584995
0,0.391193426
1,0.510476898
1,0.618214486
1,0.681702451
1,0.715370267
0,0.432588942
1,0.531275233
1,0.628633769
1,0.686916115
1,0.717977903
0,0.433892921
0,0.231927254
1,0.418959786
0,0.270079125
0,0.147159409
0,0.076003674
1,0.338486631
1,0.529340274
1,0.636689529
1,0.692748643
0,0.421255097
0,0.225603704
0,0.115797083
0,0.058497588
0,0.029368603
1,0.314708263
0,0.217358924
0,0.120680421
0,0.062740402
0,0.031850239
0,0.016021127
0,0.008029765
0,0.004018723
0,0.00201013
1,0.301005218
1,0.51050264
0,0.327251326
1,0.478025664
0,0.301892832
1,0.463522416
1,0.594276408
1,0.669641244
1,0.70932123
0,0.429560737
0,0.229760393
0,0.117876201
0,0.059537302
0,0.029888491
0,0.014968214
1,0.3074889
0,0.213745409
1,0.418872896
1,0.571836486
1,0.658398251
1,0.703695127
0,0.426746764
1,0.528353222
1,0.627172579
1,0.686185483
1,0.71761258
1,0.733710258
1,0.741835922
0,0.44591412
0,0.237956292
0,0.121977992
1,0.361588965
0,0.240914477
0,0.132481237
1,0.368645418
1,0.544803669
1,0.644498027
1,0.696668252
0,0.423217974
0,0.226585756
0,0.116288232
1,0.358743187
0,0.239491408
1,0.431769667
1,0.578289626
0,0.361625771
0,0.195309077
0,0.100553777
0,0.050856736
1,0.325544338
1,0.522795363
1,0.63340232
0,0.391102088
1,0.510431229
1,0.618191652
1,0.681691033
1,0.715364558
1,0.732586087
0,0.441273805
0,0.235633055
0,0.120815758
1,0.361007725
0,0.240623832
1,0.43233591
1,0.578572754
0,0.361767337
1,0.49537986
0,0.310589169
0,0.167874432
1,0.386453186
1,0.553729787
1,0.648965532
0,0.398902894
1,0.514335472
1,0.620144541
1,0.682667632
1,0.715852888
1,0.732830258
1,0.741395892
0,0.445694099
1,0.53784628
0,0.331922986
1,0.478561462
0,0.301800725
0,0.163404361
0,0.08420298
0,0.04260165
0,0.021400857
0,0.010720435
1,0.305364219
0,0.21268291
0,0.118341615
1,0.361570839
1,0.541265426
0,0.342728714
0,0.185783557
0,0.095775619
0,0.048464577
1,0.324347642
0,0.222196892
1,0.42310306
1,0.573952453
1,0.659456411
1,0.704224242
1,0.727011329
0,0.438485506
1,0.534238721
1,0.630118554
0,0.387659116
0,0.208349526
1,0.407078756
0,0.264120177
0,0.144176248
0,0.074511356
0,0.037740324
0,0.018967091
1,0.309502932
0,0.214755343
1,0.419378447
0,0.272089379
0,0.14852472
0,0.076758366
0,0.038878384
0,0.019539032
1,0.309789484
0,0.214898736
0,0.119450167
1,0.362125243
1,0.541542653
0,0.342867333
1,0.485852868
0,0.305810274
0,0.165481905
1,0.385256306
0,0.253131224
0,0.138666226
1,0.371753236
0,0.246360642
1,0.435277126
1,0.580057924
1,0.662512834
1,0.705753192
1,0.727775951
1,0.738867846
1,0.744429897
0,0.447214144
1,0.538606911
1,0.632303423
0,0.388751705
0,0.208895851
0,0.107351925
0,0.054256763
0,0.027244541
0,0.013645503
0,0.006827398
0,0.003414628
0,0.0017075
1,0.300853787
0,0.210426901
1,0.417213452
0,0.271006726
1,0.447983363
1,0.586487682
1,0.665743041
1,0.70737136
1,0.728585648
1,0.739272818
1,0.744632408
1,0.747315404
1,0.748657542
0,0.449328739
0,0.239664363
0,0.12283218
1,0.36201609
0,0.241128045
1,0.432588022
0,0.278698811
0,0.151830366
1,0.378411375
0,0.249704926
1,0.436952311
0,0.280896125
1,0.452932056
1,0.588962827
0,0.366980773
1,0.497990259
0,0.311895104
1,0.468527547
0,0.296779772
1,0.460893086
1,0.592947183
0,0.368973719
1,0.498986885
0,0.312393448
1,0.468776725
0,0.296904363
0,0.160955381
0,0.082978331
0,0.041989293
1,0.321094672
0,0.220567341
0,0.122287672
0,0.063544636
0,0.032252478
0,0.016222271
1,0.308130342
1,0.514069012
0,0.329035274
0,0.178917791
0,0.092338926
0,0.046745469
0,0.023487936
0,0.011767008
0,0.005888112
1,0.302944978
0,0.211472673
1,0.417736373
1,0.571268194
0,0.358114099
1,0.49355305
1,0.609675725
0,0.377417702
1,0.503224819
0,0.314515603
0,0.16983844
1,0.387435348
0,0.2542209
0,0.139211095
0,0.072025676
0,0.036496864
1,0.318345237
1,0.51919198
1,0.631599862
0,0.390200705
0,0.209980508
1,0.407966285
0,0.264578349
0,0.144408216
0,0.074627916
0,0.03779872
1,0.318996312
0,0.219517547
1,0.421762651
1,0.573282101
0,0.359121206
1,0.494056634
0,0.309927523
0,0.167543603
1,0.38628777
0,0.253647078
1,0.438924178
1,0.581882217
0,0.363425134
1,0.496209372
1,0.611004047
1,0.678081896
0,0.413556922
0,0.221681656
1,0.413821467
0,0.267506861
1,0.445872656
0,0.285360173
0,0.155164856
1,0.380079382
1,0.550539082
0,0.347369419
0,0.188104685
1,0.396936338
0,0.259044968
0,0.141637844
1,0.373241994
0,0.247105611
0,0.135649729
1,0.370244249
1,0.545606001
1,0.644899776
1,0.696869243
1,0.723318493
0,0.43663602
1,0.533313365
0,0.329655754
1,0.477427691
1,0.601233808
1,0.673120897
0,0.411061247
1,0.520430783
1,0.623195424
0,0.384193718
1,0.50661606
1,0.61621187
1,0.680686703
1,0.714859505
0,0.432332983
1,0.531147138
0,0.328569698
1,0.476884075
0,0.300961883
0,0.16298491
1,0.383993249
1,0.552496783
1,0.648348423
0,0.398594218
1,0.51418111
1,0.620067355
1,0.682629038
0,0.415833591
1,0.52282061
0,0.324391068
1,0.474791686
1,0.599915074
1,0.672461383
0,0.410731461
0,0.220265884
1,0.413112973
1,0.567152493
0,0.355695448
1,0.492271564
0,0.30902055
0,0.167087229
0,0.086059005
1,0.343532581
1,0.531866906
1,0.637953576
1,0.693380813
1,0.721571211
1,0.735761767
1,0.742876116
1,0.746437104
1,0.748218361
1,0.749109143
1,0.749554564
1,0.74977728
0,0.44988864
0,0.23994432
1,0.42297216
1,0.57208608
1,0.65816304
1,0.70350552
1,0.72663756
0,0.43829574
1,0.534143262
0,0.330070709
1,0.47763517
1,0.601337548
0,0.373172767
0,0.201087182
0,0.103443751
0,0.052301907
1,0.32626696
1,0.523156681
0,0.333582981
0,0.181192419
1,0.393476395
1,0.557314235
0,0.350772325
0,0.189809204
0,0.09778921
0,0.049471527
1,0.324851148
1,0.522448651
0,0.333228941
0,0.181015393
0,0.093387881
1,0.347269978
0,0.233750196
1,0.42889814
1,0.576853678
1,0.660907761
0,0.404950065
1,0.517374269
1,0.621666982
1,0.68342946
1,0.716233924
0,0.433020801
0,0.231491168
1,0.418741738
1,0.5699701
0,0.357104896
1,0.492976417
0,0.309373002
0,0.16726346
1,0.386147122
1,0.553576639
0,0.348888935
0,0.188864591
1,0.39731632
1,0.559234965
0,0.351732843
1,0.490289494
1,0.608029361
0,0.376591604
0,0.202811186
0,0.10430867
1,0.35273495
1,0.536483598
0,0.340265024
1,0.484537157
0,0.305149507
0,0.165150939
0,0.085090707
0,0.043048401
0,0.02162481
1,0.310832527
1,0.515420288
1,0.629710949
0,0.389255635
0,0.20950785
0,0.107729931
0,0.054460167
1,0.327349124
1,0.52369837
0,0.333853947
1,0.481327926
1,0.603544153
1,0.674348115
0,0.411689265
1,0.520747674
0,0.323354445
0,0.174273344
0,0.089655896
0,0.045331793
0,0.022766666
1,0.311403487
0,0.215705774
0,0.119853693
0,0.062327008
1,0.331643536
1,0.525917775
0,0.334978089
1,0.481892885
0,0.30382721
1,0.464489759
1,0.59476011
1,0.669883101
0,0.40944216
0,0.219621202
1,0.412790625
0,0.266991317
0,0.14561486
0,0.07523127
0,0.038100403
1,0.319147155
1,0.519592968
1,0.631800362
0,0.390300957
0,0.210030634
1,0.407991348
0,0.26459088
1,0.444414481
0,0.284631049
1,0.454800286
0,0.289897095
1,0.457447938
1,0.591223847
1,0.668111899
1,0.708555945
0,0.429177971
0,0.229568985
0,0.117780493
0,0.059489446
1,0.329864563
0,0.22495625
1,0.424482918
1,0.574642418
1,0.659801401
1,0.704396739
0,0.427097577
1,0.52852863
0,0.327260283
1,0.476229335
1,0.600634506
0,0.372821221
0,0.200911404
1,0.403355861
0,0.262257962
0,0.143244987
0,0.074045695
1,0.337507488
0,0.228850672
0,0.126444722
0,0.065626238
1,0.333293894
0,0.226743102
1,0.425390782
0,0.275099237
0,0.150030388
1,0.377511348
0,0.249254905
1,0.436727298
1,0.580783618
0,0.362875803
0,0.1959347
0,0.10086671
1,0.351013227
1,0.535622588
1,0.639834489
1,0.694321883
1,0.722041869
0,0.43599712
1,0.532993797
1,0.629495946
0,0.387347783
1,0.508193853
1,0.617000919
0,0.381081258
1,0.505056789
0,0.315431626
1,0.47029646
1,0.597664359
0,0.371335405
0,0.200168348
0,0.102984303
0,0.052072177
1,0.326152094
1,0.523099248
0,0.333554264
1,0.48117806
0,0.303469216
1,0.464310645
1,0.59467053
0,0.369838306
1,0.499419762
0,0.312610002
0,0.168885026
1,0.386958518
1,0.55398246
0,0.34909187
1,0.488966063
0,0.307367057
0,0.166260334
1,0.385645528
0,0.253325836
1,0.438763533
1,0.581801889
0,0.363384969
1,0.496189289
0,0.310994006
0,0.168076875
1,0.386554412
1,0.553780401
1,0.648990839
1,0.698915548
1,0.724341799
0,0.437147705
0,0.233569213
1,0.419783679
1,0.570491654
0,0.35736579
1,0.493106887
1,0.609438242
0,0.377296081
1,0.503163432
1,0.614484795
0,0.379823013
1,0.50442763
0,0.315117039
0,0.170139165
1,0.387585711
0,0.254296081
0,0.139248686
0,0.072044472
1,0.336506262
0,0.228349936
0,0.126194329
1,0.365501037
1,0.543231293
1,0.643711801
0,0.396275132
0,0.213021412
0,0.109487475
1,0.355339091
1,0.537788617
0,0.340918122
0,0.184863824
