input,output
1,0.68641743
1,0.717728555
1,0.733768246
1,0.741864916
0,0.445928617
1,0.53796354
1,0.631981616
1,0.688590777
0,0.418815383
1,0.52431169
1,0.625136645
0,0.385164482
0,0.207101473
1,0.406454583
0,0.263808061
0,0.144020184
0,0.074433323
1,0.337701308
1,0.528947583
0,0.336493177
1,0.482650466
1,0.604206008
1,0.674679159
0,0.411854811
0,0.220830452
0,0.113395835
1,0.357294039
0,0.238766244
0,0.131406967
0,0.068108252
1,0.33453508
0,0.227363731
1,0.425701104
1,0.575254399
0,0.360107969
0,0.194550139
1,0.4001743
1,0.560666996
0,0.352449467
1,0.490647928
0,0.308208603
1,0.466681229
0,0.295856
1,0.460431077
0,0.292716154
0,0.1588582
1,0.381929125
0,0.251464567
0,0.137832285
1,0.371336143
1,0.546152071
0,0.345172836
1,0.487005778
1,0.606386761
0,0.375770155
0,0.202400432
0,0.104103287
0,0.052632258
0,0.026432252
1,0.31323935
0,0.21662432
0,0.120313089
0,0.06255673
1,0.331758402
0,0.225975209
0,0.125006806
1,0.364907243
1,0.54293439
0,0.343563348
1,0.486200905
0,0.305984299
0,0.165568919
0,0.085299813
1,0.343152977
1,0.531677103
1,0.637858674
0,0.393333362
1,0.511547486
0,0.318749904
0,0.171970184
1,0.388504139
0,0.254755879
1,0.439478701
0,0.282159503
1,0.453563782
1,0.589278697
1,0.66713871
1,0.708069227
1,0.728934588
0,0.439447289
1,0.534719643
1,0.630359022
1,0.687779351
0,0.418409643
1,0.524108815
0,0.325035206
1,0.475113763
0,0.300076113
1,0.462541903
1,0.593771721
1,0.669386014
1,0.709193038
1,0.729496525
0,0.439728264
1,0.534860132
0,0.330429266
1,0.477814473
1,0.601427205
1,0.673217596
0,0.411109597
1,0.520454958
1,0.623207511
1,0.684199762
1,0.716619082
1,0.733213381
1,0.741587459
1,0.745789883
1,0.747894172
1,0.748946932
1,0.749473435
1,0.749736712
0,0.449868355
0,0.239934177
0,0.122967088
0,0.062083544
0,0.031161772
1,0.315604886
1,0.517807243
0,0.330904582
1,0.479852483
1,0.60280628
1,0.673979148
1,0.711504775
1,0.730655428
0,0.440308322
0,0.235150283
0,0.120574366
0,0.060887028
0,0.030563483
0,0.015305735
0,0.007657666
1,0.303829793
1,0.511915088
1,0.627957583
0,0.388378799
1,0.509069401
0,0.317510701
1,0.47135055
1,0.598194315
0,0.371600966
0,0.200301244
0,0.103050775
1,0.352105418
1,0.536168715
0,0.340107559
0,0.18445842
0,0.095110138
0,0.048131255
1,0.324180864
1,0.52211348
0,0.333061349
0,0.180931597
0,0.093345983
0,0.047249028
1,0.323739721
1,0.521892902
0,0.332951059
1,0.480876451
0,0.30331841
1,0.464235242
0,0.294632828
0,0.159819456
0,0.082410336
0,0.04170529
0,0.020952669
0,0.010496339
0,0.005252171
1,0.302626886
0,0.211313603
0,0.117656833
1,0.361228423
0,0.241094213
0,0.132643107
1,0.368740753
1,0.544854217
1,0.644523876
0,0.396681292
0,0.213224517
0,0.109589032
0,0.055389871
0,0.027814006
0,0.013930817
0,0.006970172
0,0.003486038
1,0.30174321
0,0.210871643
0,0.117435829
1,0.361117916
1,0.541038958
1,0.642615479
0,0.39572694
1,0.51274731
0,0.319350423
1,0.472270565
0,0.298654353
0,0.161830991
0,0.083416258
0,0.042208282
1,0.321204171
0,0.220622092
0,0.122315047
0,0.063558324
1,0.332259322
1,0.526225693
1,0.635132053
1,0.691969868
0,0.420865702
1,0.525409005
1,0.625699733
1,0.685448913
0,0.417244266
0,0.223526095
1,0.41474384
1,0.567968078
0,0.356103271
1,0.492475482
0,0.30912251
1,0.467138209
0,0.296084495
1,0.460545326
1,0.592773279
0,0.368886762
1,0.498943406
0,0.312371708
1,0.468765855
1,0.596898928
0,0.370952664
1,0.499976972
1,0.612888614
1,0.679024333
0,0.414028171
0,0.221917287
1,0.413939284
0,0.26756577
1,0.445902111
1,0.5853749
0,0.365172219
1,0.497083063
0,0.311440922
0,0.168300339
1,0.386666145
0,0.253836268
1,0.439018773
1,0.581929514
0,0.363448783
1,0.496221196
1,0.611009959
0,0.378084852
1,0.5035584
0,0.314682395
0,0.169921837
1,0.387477046
0,0.254241749
1,0.439221519
1,0.582030889
0,0.36349947
1,0.49624654
0,0.311022631
1,0.468091188
0,0.296561568
0,0.160783979
1,0.382892629
0,0.251946442
0,0.138073247
0,0.071456628
0,0.036212315
1,0.318202958
0,0.219120839
0,0.121564291
0,0.06318292
0,0.032071615
1,0.316131838
0,0.218085125
0,0.121046404
1,0.36292397
0,0.241942139
1,0.4330671
0,0.278952756
0,0.151960219
0,0.078476878
0,0.039737793
0,0.019968767
0,0.010004358
1,0.305006174
0,0.212503886
1,0.418252103
0,0.271526083
1,0.448243048
1,0.586617525
1,0.665807963
0,0.407403822
0,0.218601879
0,0.112280933
1,0.356736465
0,0.238487432
1,0.431267556
0,0.278038546
1,0.451500227
1,0.588246304
1,0.66662239
0,0.407811043
0,0.218805491
1,0.412382739
1,0.566787368
0,0.355512884
1,0.492180282
1,0.608974909
0,0.377064408
0,0.203047595
0,0.104426876
0,0.052794053
1,0.32651315
1,0.5232798
1,0.633644545
0,0.391223201
0,0.210491786
0,0.10822193
1,0.354706173
1,0.537472128
0,0.340759872
0,0.184784698
0,0.095273301
0,0.048212841
1,0.324221659
1,0.522133877
0,0.333071548
1,0.480936696
1,0.603348532
0,0.374250303
1,0.501640359
1,0.613723221
1,0.679442219
0,0.414237231
0,0.22202184
0,0.113991565
0,0.057591911
0,0.028915181
1,0.314481436
0,0.217245487
1,0.420623697
1,0.572712039
1,0.658836058
0,0.403914037
0,0.21685622
1,0.41140795
0,0.266299943
1,0.445269165
0,0.285058421
0,0.155013978
0,0.080003943
1,0.340501362
0,0.230350559
0,0.127195255
1,0.366001623
1,0.54348161
1,0.643836965
0,0.396337714
1,0.513052704
1,0.619503121
0,0.382346914
1,0.505692528
0,0.315750078
1,0.470455802
0,0.297744054
1,0.461375257
0,0.293188275
0,0.159094267
0,0.082047159
0,0.041523585
1,0.320861793
0,0.220450897
1,0.422229448
1,0.573515524
1,0.659237922
1,0.704114993
1,0.726956703
1,0.738458193
1,0.744225065
0,0.447111726
1,0.538555702
0,0.332277819
0,0.178738903
0,0.09188945
0,0.046448725
1,0.323325162
1,0.521682741
0,0.332845403
0,0.180823508
1,0.393291915
0,0.25722199
1,0.440726201
0,0.282786142
1,0.453877679
0,0.289435761
1,0.457217265
0,0.291108509
0,0.15805423
1,0.38152711
1,0.551263554
1,0.647731777
0,0.398285888
1,0.514026944
1,0.619990272
0,0.382590496
0,0.20581432
0,0.105810974
1,0.35348625
0,0.236859278
0,0.130452869
0,0.067631081
1,0.33429647
0,0.227244421
0,0.125641447
0,0.065224571
1,0.333093055
0,0.226642681
1,0.425340571
0,0.275074132
0,0.150017835
1,0.377505071
1,0.549251766
0,0.346725729
1,0.487782834
0,0.306775411
0,0.165964504
1,0.385497612
0,0.253251878
1,0.438726553
0,0.2817834
1,0.453375724
1,0.589184667
1,0.667091695
0,0.408045719
1,0.518922834
0,0.322441412
0,0.173816705
0,0.089427552
1,0.345217616
0,0.232709576
1,0.428374942
1,0.576591502
0,0.360776557
1,0.49488444
0,0.310341452
1,0.467750572
0,0.296391256
1,0.460698822
1,0.59285005
0,0.368925153
1,0.498962602
1,0.612381306
1,0.678770654
1,0.713901327
0,0.431853864
1,0.530907572
0,0.328449914
0,0.176824183
0,0.090931936
0,0.045969937
0,0.023085762
1,0.31156304
0,0.215785552
1,0.419893582
0,0.272346952
0,0.148653508
1,0.376822761
1,0.548910582
0,0.346555131
0,0.187697534
0,0.09673276
1,0.348943179
1,0.534586949
1,0.639316547
1,0.694062888
0,0.421912367
0,0.225932368
1,0.415961421
1,0.568579758
1,0.656409688
0,0.402628806
1,0.516199195
0,0.321076556
1,0.47313367
1,0.599085913
0,0.372046772
0,0.200524149
1,0.403162227
1,0.562161144
1,0.653196578
1,0.70102149
0,0.425395385
0,0.227674621
0,0.116832696
0,0.059015425
0,0.029627528
1,0.314837727
0,0.217423656
0,0.120712787
0,0.062756585
0,0.031858331
1,0.316025173
0,0.218031788
0,0.121019734
1,0.362910635
1,0.541935471
0,0.343063766
1,0.485951089
1,0.605859386
1,0.675506461
0,0.412268584
1,0.521037363
0,0.323499296
0,0.174345771
0,0.08969211
1,0.3453499
1,0.532775719
0,0.338408013
1,0.483608037
1,0.604684825
0,0.374918574
1,0.501974519
1,0.613890306
1,0.679525762
0,0.414279003
1,0.522042726
0,0.324002008
0,0.174597133
1,0.389817792
1,0.555412741
0,0.34980714
1,0.489323724
1,0.607545893
1,0.676349752
1,0.712690237
0,0.431248191
1,0.53060471
1,0.628298478
1,0.686748464
0,0.417894077
0,0.223851007
0,0.114906297
1,0.358049307
1,0.539143885
1,0.641595789
1,0.695202664
0,0.422482286
1,0.526217334
1,0.626103905
1,0.685651
1,0.71734531
1,0.733576617
0,0.441769101
0,0.235880709
0,0.120939586
1,0.361069639
0,0.240654789
0,0.132351388
0,0.068580493
0,0.034771206
0,0.017481795
0,0.008760136
1,0.304383916
0,0.212192727
0,0.118096518
1,0.36144829
1,0.541204151
1,0.642698077
0,0.395768239
0,0.212767959
1,0.409360748
0,0.265275727
1,0.444756934
1,0.584802281
0,0.364885904
0,0.196939904
0,0.101369343
1,0.351264549
1,0.53574825
1,0.63989732
0,0.394353299
0,0.212057577
1,0.409004974
0,0.265097724
0,0.14466791
1,0.374757764
1,0.547863644
0,0.346028774
0,0.187433778
0,0.096600767
0,0.048877159
0,0.024553935
0,0.012300038
0,0.006154633
1,0.30307824
0,0.211539304
0,0.117769689
0,0.061284852
1,0.331122427
1,0.525657214
1,0.634847807
0,0.391827744
0,0.21079464
1,0.408373473
1,0.564781967
0,0.35451003
0,0.191678824
0,0.098724174
0,0.049939039
0,0.02508491
1,0.312565533
0,0.216287382
0,0.120144614
1,0.362472492
0,0.241716283
1,0.432954149
1,0.578896276
1,0.661931978
0,0.405462757
0,0.217630732
0,0.111795237
0,0.056493593
1,0.328365991
0,0.224206835
1,0.424108185
1,0.574455046
0,0.359707714
0,0.194349895
0,0.100074155
1,0.350616919
0,0.235424428
0,0.129735408
1,0.367272343
0,0.244117099
0,0.134154735
0,0.069496605
0,0.03523215
0,0.017712844
0,0.008875776
1,0.304441759
1,0.512221654
0,0.328110982
0,0.178455522
1,0.392107767
1,0.556629885
0,0.350430143
0,0.189638111
0,0.097703664
0,0.049428753
1,0.324829761
1,0.522437957
1,0.633223594
1,0.69101272
1,0.720386545
1,0.735169309
0,0.442579862
1,0.536288972
0,0.331144295
0,0.178172109
1,0.391606047
1,0.556307022
1,0.650254311
1,0.699547315
1,0.72465769
0,0.437305651
0,0.233648187
0,0.119823166
1,0.360511397
0,0.240375662
0,0.132211823
1,0.36851071
0,0.244736315
0,0.134464349
0,0.069651413
0,0.035309554
0,0.017751547
1,0.308895127
0,0.214451434
0,0.119226491
1,0.362013401
1,0.541486731
1,0.642839372
0,0.395838887
0,0.212803284
1,0.40937841
1,0.565284559
1,0.65476135
0,0.401804489
1,0.515787007
0,0.320870456
1,0.473030619
1,0.599034387
0,0.372021009
0,0.200511268
0,0.103155787
1,0.352157924
1,0.536194968
0,0.340120685
0,0.184464983
1,0.395113419
0,0.258132895
0,0.141181685
0,0.07301389
0,0.036991554
1,0.318592699
0,0.219315734
0,0.121661744
1,0.363231647
0,0.242095979
0,0.13314402
1,0.368991216
1,0.544979449
1,0.644586493
0,0.3967126
1,0.513240171
0,0.31959686
1,0.472393785
1,0.598715963
0,0.371861796
0,0.200431661
0,0.103115983
1,0.352138022
1,0.536185017
1,0.64011571
0,0.394462495
1,0.512112176
0,0.319032273
0,0.172111374
1,0.388574734
0,0.254791177
1,0.43949635
0,0.282168327
0,0.153568194
0,0.079280903
0,0.040139813
1,0.320169779
0,0.220104864
0,0.122056427
0,0.063429012
1,0.332194666
0,0.226193365
0,0.125115889
0,0.064961786
1,0.332961661
1,0.526576984
0,0.335307723
1,0.482057708
0,0.303909623
0,0.164530965
0,0.084780713
0,0.042893403
0,0.021547311
0,0.010793777
0,0.005400913
0,0.002701261
1,0.301350792
0,0.210675428
0,0.11733772
1,0.361068862
1,0.541014431
0,0.342603216
0,0.185720808
1,0.395744244
1,0.55844889
1,0.651339799
0,0.40009297
0,0.214931099
0,0.110442472
1,0.355816621
1,0.538027387
1,0.641037509
1,0.694923518
1,0.722342711
0,0.436147546
0,0.233069011
1,0.419533553
1,0.570366586
1,0.657303255
0,0.40307562
0,0.216422608
1,0.411188264
0,0.266189524
0,0.14521384
0,0.075030736
0,0.038000131
1,0.319097018
0,0.2195679
1,0.421787828
1,0.57329469
0,0.3591275
1,0.494059781
1,0.609929097
0,0.37754439
0,0.203288163
1,0.404547275
0,0.262854276
0,0.143543266
0,0.074194859
0,0.037582074
1,0.318887966
1,0.519463369
1,0.631735562
1,0.690268556
1,0.720014433
1,0.734983248
0,0.44248683
0,0.236242456
0,0.121121036
1,0.36116048
1,0.540700232
0,0.342374115
1,0.485591857
0,0.305676888
0,0.165414636
1,0.385222556
1,0.553114326
1,0.648657773
1,0.698749008
0,0.424258528
0,0.227106069
1,0.416548396
0,0.26887327
1,0.446556449
0,0.285702188
0,0.155335886
1,0.380164902
0,0.250581843
1,0.4373908
0,0.281115375
1,0.453041683
1,0.58901764
0,0.36700818
1,0.498003962
0,0.311901955
0,0.168530973
0,0.086781485
1,0.343893942
0,0.232047611
0,0.128043934
1,0.366425992
1,0.543693801
1,0.643943062
0,0.396390763
0,0.213079228
0,0.109516383
0,0.055353545
1,0.327795844
0,0.223921736
0,0.123965631
0,0.064383768
0,0.032672074
1,0.316432075
1,0.518235245
0,0.331121464
0,0.1799615
0,0.092860904
1,0.347006483
1,0.533618447
1,0.638832265
1,0.693820741
0,0.421791292
1,0.52587183
0,0.325931152
1,0.475564623
0,0.300302121
1,0.462655022
0,0.293828304
1,0.45941431
1,0.592207187
0,0.3686036
1,0.498801801
1,0.612300901
1,0.67873045
0,0.413881225
1,0.521843813
1,0.623902546
1,0.684547401
1,0.716792926
0,0.433300308
1,0.531630923
0,0.328811615
0,0.177005038
1,0.391022365
0,0.256015152
1,0.44010837
1,0.582474344
0,0.363721204
0,0.196357408
1,0.401078065
0,0.261118905
1,0.442675427
0,0.283760908
1,0.454365093
1,0.589679474
1,0.667339123
1,0.708169438
1,0.728984695
1,0.739472342
0,0.44473217
0,0.237365285
0,0.121682482
1,0.361441209
0,0.240840598
1,0.432444298
1,0.578626949
1,0.661794434
0,0.405393409
0,0.217595943
1,0.411777819
1,0.566484879
0,0.355361633
1,0.492104656
1,0.608937096
1,0.677045501
0,0.413038141
1,0.521422149
0,0.32369169
0,0.174441968
0,0.089740209
1,0.345373949
1,0.532787744
1,0.638414026
0,0.393611044
1,0.511686328
1,0.618819325
1,0.682004895
1,0.715521494
0,0.432664556
0,0.23131304
0,0.118652672
1,0.359925567
0,0.240082629
1,0.432065284
0,0.278437436
0,0.151699677
1,0.37834603
0,0.249672253
0,0.136935974
0,0.070887957
0,0.035927972
0,0.018060785
0,0.009049752
0,0.004528748
0,0.002265148
0,0.001132729
0,0.000566396
0,0.000283204
1,0.300141603
1,0.510070802
0,0.327035401
1,0.4779177
0,0.30183885
1,0.463495425
1,0.594262913
0,0.369634496
0,0.199317856
0,0.10255905
0,0.051859549
1,0.326045779
0,0.223046091
0,0.123527686
0,0.064164771
0,0.032562571
0,0.016377323
1,0.308207869
0,0.214107776
0,0.119054656
0,0.061927482
0,0.031443772
0,0.015817892
1,0.307928147
0,0.213967914
1,0.418984725
1,0.571892516
0,0.358426289
1,0.493709151
0,0.309753776
1,0.467456728
1,0.596244332
0,0.37062536
0,0.199813319
1,0.402806787
1,0.561983419
1,0.653107715
1,0.700977058
0,0.425373169
1,0.527663513
0,0.326827142
1,0.476012648
0,0.300526139
0,0.162767033
1,0.383884309
1,0.552442313
0,0.348321188
1,0.4885806
1,0.607174301
0,0.376163951
0,0.202597336
0,0.10420174
0,0.052681484
1,0.326456865
1,0.523251657
0,0.333630473
1,0.481216166
1,0.603488269
0,0.374320171
0,0.201675293
1,0.403740688
1,0.562450952
1,0.653341598
1,0.701094023
0,0.425431656
0,0.227692757
0,0.116841764
1,0.359019959
0,0.239629795
1,0.431838861
0,0.278324223
0,0.15164307
1,0.378317727
1,0.549658102
0,0.346928899
0,0.187884419
0,0.096826203
0,0.0489899
0,0.02461031
1,0.312328227
0,0.216168728
0,0.120085287
0,0.062442828
0,0.031701451
1,0.315946733
0,0.217992568
0,0.121000124
0,0.06290083
0,0.031930569
1,0.316061315
1,0.518049864
1,0.631028773
1,0.689915155
1,0.719837731
1,0.734894896
1,0.742442654
0,0.446220368
1,0.538109992
1,0.632054958
0,0.388627471
1,0.508833734
1,0.617320867
0,0.381241233
0,0.205136777
1,0.40547162
0,0.263316457
1,0.443774358
0,0.284310405
0,0.154639847
0,0.079816853
1,0.340407812
1,0.530303783
0,0.337171867
0,0.182989929
0,0.094375763
0,0.047764041
1,0.323997253
0,0.222021673
0,0.123015446
0,0.063908645
1,0.332434507
1,0.52631329
0,0.335175852
0,0.181991768
1,0.393876652
1,0.55751448
0,0.350872471
0,0.189859281
0,0.09781425
0,0.049484047
0,0.024857408
0,0.012451781
0,0.006230506
1,0.303116176
1,0.511558273
0,0.327779173
0,0.178289594
0,0.092024798
1,0.3465884
1,0.5334094
1,0.63872774
1,0.693768478
0,0.421765161
1,0.525858765
0,0.325924619
1,0.475561357
1,0.600300488
0,0.372654206
1,0.500827895
1,0.613314106
0,0.379237085
0,0.204134549
1,0.404970476
0,0.263065878
1,0.443649067
0,0.284247759
0,0.154608525
0,0.079801191
1,0.340399981
0,0.230299868
0,0.127169909
0,0.06598895
0,0.033475274
0,0.016833797
1,0.30843613
1,0.514221912
0,0.329111725
0,0.178956016
0,0.092358039
1,0.346755026
0,0.233492714
1,0.428769397
1,0.576789307
1,0.660875575
1,0.704933972
0,0.427366223
0,0.228662959
0,0.117327449
0,0.059262918
0,0.029751298
0,0.014899617
0,0.007454602
1,0.30372826
0,0.211864322
0,0.117932199
0,0.061366107
1,0.331163055
1,0.525677528
1,0.634857964
1,0.691832822
0,0.420797179
1,0.525374743
1,0.625682602
0,0.385440347
0,0.207239983
0,0.106523953
1,0.353842769
0,0.237037543
1,0.430542003
1,0.577675648
0,0.361318753
1,0.495155562
1,0.610477018
1,0.677818357
0,0.413425148
0,0.221615768
0,0.113788523
1,0.357490389
0,0.23886442
0,0.131456055
1,0.368132797
0,0.244547352
0,0.134369867
1,0.369604172
0,0.245285933
0,0.134739736
0,0.069789222
1,0.335378482
1,0.527786015
1,0.635912362
1,0.692360052
0,0.4210608
1,0.525506555
0,0.325748508
0,0.1754733
0,0.090256459
1,0.345632192
0,0.232916888
0,0.128478603
1,0.366643333
1,0.543802473
1,0.643997398
1,0.696417931
1,0.723092812
1,0.736523175
1,0.743256942
0,0.446627542
0,0.238313585
1,0.422156755
1,0.57167837
1,0.657959184
1,0.703403592
1,0.726586596
0,0.438270258
1,0.534130521
0,0.330064339
0,0.177631985
1,0.391335956
1,0.55617197
0,0.350186784
0,0.189513552
0,0.097640808
0,0.04939721
0,0.024813966
1,0.312430055
0,0.216219642
1,0.420110744
0,0.272455557
1,0.448707815
1,0.586849915
1,0.665924159
0,0.40746192
1,0.518630928
1,0.622295458
1,0.683743728
0,0.416391064
0,0.223099372
1,0.414530454
1,0.567861381
0,0.356049921
0,0.192448807
0,0.099109173
1,0.35013154
1,0.535181161
1,0.639613659
1,0.694211445
0,0.421986646
1,0.525969507
1,0.625979991
0,0.385589043
1,0.507314331
1,0.616561127
0,0.380861356
1,0.504946836
0,0.31537665
1,0.470268971
0,0.297650615
1,0.461328533
1,0.593164912
0,0.369082585
0,0.199041318
1,0.402420664
0,0.261790333
0,0.143011167
1,0.373928783
0,0.247449032
0,0.135821444
0,0.070330108
1,0.335648931
1,0.527921241
1,0.635979976
1,0.692393859
0,0.421077704
0,0.225515007
1,0.415752734
1,0.568475413
1,0.656357516
1,0.70260272
1,0.726186152
0,0.438070035
1,0.534030409
1,0.630014283
1,0.687606957
1,0.718323442
1,0.734065713
0,0.442013655
0,0.236002987
0,0.121000726
0,0.061100209
0,0.030670074
0,0.015359031
1,0.307684314
1,0.513843117
0,0.32892175
1,0.478860914
1,0.602310464
0,0.373731234
1,0.501380817
0,0.313593449
0,0.169377332
0,0.087204788
1,0.344105618
0,0.232153454
0,0.128096856
1,0.366452454
0,0.243707032
1,0.433949677
0,0.279394071
0,0.152180882
0,0.07858721
0,0.039792959
0,0.01999635
1,0.310018149
1,0.515013069
1,0.629507334
1,0.689153827
1,0.719456945
0,0.434704479
0,0.232347441
1,0.419172761
1,0.570186188
1,0.657213056
1,0.70303052
0,0.426400059
0,0.228176989
0,0.117083886
1,0.359141022
1,0.539690326
1,0.641869126
0,0.395339356
1,0.512550636
1,0.61925151
0,0.382220993
1,0.505629544
1,0.615718582
1,0.680440053
1,0.714736179
0,0.43227132
0,0.231116306
1,0.418554282
0,0.269876367
1,0.447058029
0,0.285952983
0,0.155461285
1,0.380227602
0,0.250613193
1,0.437406475
1,0.581123213
0,0.363045602
1,0.4960196
0,0.31090916
1,0.468034452
1,0.5965332
1,0.670769795
1,0.709885536
1,0.729842896
0,0.439901474
0,0.234946742
0,0.120472572
0,0.060836126
0,0.030538031
1,0.315293009
0,0.217651303
1,0.420826611
0,0.272813498
0,0.148886787
0,0.076939401
1,0.338968902
0,0.229584291
1,0.426812114
0,0.27581005
1,0.450385824
0,0.287689072
1,0.456343768
1,0.59067173
0,0.367835834
0,0.198417911
0,0.102108954
0,0.051634477
0,0.025933238
1,0.312989819
1,0.51649955
1,0.630250703
1,0.689525537
0,0.419642806
1,0.52479741
1,0.625393907
1,0.685295994
1,0.717167805
0,0.433487864
1,0.531724724
0,0.328858521
0,0.177028492
0,0.091034092
1,0.346021015
1,0.533111302
0,0.33857581
1,0.483691937
1,0.604726775
1,0.674939549
1,0.711985007
1,0.73089555
1,0.740428384
1,0.745210314
1,0.747604381
1,0.748802036
1,0.749400987
1,0.749700487
1,0.749850242
1,0.749925121
0,0.44996256
0,0.23998128
1,0.42299064
0,0.27209532
0,0.14816766
0,0.07650783
1,0.338738715
1,0.529466318
1,0.636752551
1,0.692780154
1,0.721270853
0,0.435611581
1,0.532801022
0,0.329399557
0,0.177299588
0,0.091169756
1,0.34608887
1,0.533145234
1,0.638592776
0,0.39370042
1,0.511731016
1,0.61884167
0,0.382016067
0,0.20552708
1,0.405667349
1,0.563414436
0,0.353823371
1,0.491334916
0,0.308552104
0,0.166852981
1,0.385941876
1,0.553474015
0,0.348837623
0,0.188838935
1,0.397303492
1,0.559228551
0,0.351729636
1,0.49028789
1,0.60802856
1,0.676591203
0,0.412810986
1,0.52130857
1,0.6236349
1,0.684413573
0,0.416726011
0,0.223266851
1,0.414614194
0,0.267903251
0,0.146070856
1,0.375459274
0,0.248214406
1,0.436204157
1,0.580521469
1,0.662744613
0,0.405869082
1,0.517833896
0,0.321896819
0,0.173544384
1,0.389291387
0,0.255149532
0,0.139675534
1,0.372257921
0,0.246612991
0,0.135403302
1,0.370121012
1,0.545544378
1,0.644868964
1,0.696853837
1,0.723310789
0,0.436632169
0,0.233311439
0,0.119654791
0,0.060427209
0,0.030333568
0,0.015190776
0,0.007600187
0,0.003801053
1,0.301900718
0,0.210950398
1,0.417475206
1,0.571137605
1,0.658048803
0,0.403520401
0,0.216659401
1,0.41130954
1,0.566250738
0,0.355244563
0,0.19204612
1,0.398907828
0,0.260030867
1,0.442130824
1,0.58348849
0,0.364228861
0,0.196611354
0,0.101205061
1,0.351182408
0,0.235707179
1,0.429876785
0,0.277343031
0,0.151152443
0,0.078072407
0,0.039535441
0,0.019867568
0,0.009953753
0,0.004980871
1,0.302491234
0,0.211245777
0,0.11762292
1,0.361211467
1,0.541085735
0,0.342638868
1,0.485738634
0,0.305753157
0,0.165453346
0,0.085242027
1,0.343124084
1,0.531662656
1,0.637851451
1,0.69332975
1,0.72154568
1,0.735749001
0,0.442869733
0,0.236433913
1,0.421216766
1,0.571208345
1,0.657724165
0,0.403286081
0,0.21652784
1,0.41124088
1,0.566215832
1,0.655226994
1,0.702037313
1,0.72590342
0,0.437928662
1,0.533959722
0,0.329978939
0,0.177589285
1,0.391314606
0,0.256161295
1,0.440181446
1,0.582510883
0,0.363739473
1,0.496366543
0,0.311082633
0,0.168121189
0,0.086576569
0,0.043791479
0,0.021996379
0,0.011018317
1,0.305513184
1,0.512757397
1,0.62837886
1,0.688589462
1,0.719174737
0,0.43456337
0,0.232276885
1,0.419137483
1,0.570168549
1,0.657204236
0,0.40302611
1,0.516397854
0,0.321175887
1,0.473183335
1,0.599110746
0,0.372059189
1,0.500530357
1,0.613165331
0,0.379162696
1,0.504097354
1,0.614951878
1,0.680056579
1,0.714544418
0,0.432175434
1,0.531068362
0,0.32853031
0,0.176864381
0,0.090952036
0,0.045979987
0,0.023090787
0,0.011565552
0,0.005786808
1,0.30289421
1,0.511447266
0,0.327723665
1,0.478261839
0,0.302010921
1,0.463581461
1,0.59430593
0,0.369656005
0,0.199328611
0,0.102564427
0,0.051862238
0,0.026047124
1,0.313046763
1,0.516528022
1,0.630264939
0,0.389532655
0,0.209646365
1,0.40779919
0,0.264494796
0,0.144366438
1,0.374607027
0,0.247788275
1,0.43599109
1,0.580414935
1,0.662691346
0,0.405842449
0,0.217820579
1,0.411890161
0,0.266541055
1,0.445389722
0,0.2851187
1,0.455044118
1,0.590019012
0,0.367508897
0,0.198254327
1,0.402027139
1,0.561593565
0,0.352912781
0,0.19087959
0,0.098324435
0,0.049739146
0,0.024984958
1,0.312515556
0,0.216262394
0,0.12013212
1,0.362466245
1,0.541713159
0,0.342952587
0,0.185895495
1,0.395831588
1,0.558492562
1,0.651361635
1,0.700103888
0,0.424936558
1,0.527445202
0,0.326717986
1,0.47595807
0,0.30049885
1,0.462753388
0,0.293877487
0,0.159438902
0,0.082219483
1,0.341609748
0,0.230904875
0,0.127472438
0,0.066140219
0,0.033550909
0,0.016871615
1,0.308455039
0,0.214231366
0,0.119116452
0,0.06195838
1,0.331459221
1,0.525825617
1,0.63493201
0,0.391869845
0,0.210815691
0,0.108383999
1,0.35478723
0,0.237512661
0,0.13078014
0,0.067794832
1,0.334378368
1,0.527285375
1,0.635661925
1,0.69223481
0,0.420998175
1,0.525475241
0,0.325732851
1,0.475465472
1,0.600252545
1,0.672630234
1,0.71081591
0,0.430308113
1,0.530134088
0,0.328063051
0,0.176630727
1,0.390835204
0,0.25592157
1,0.440061579
0,0.282450948
0,0.153709506
0,0.079351559
0,0.040175141
1,0.320187443
0,0.220113696
0,0.122060843
1,0.36343122
1,0.54219577
0,0.343193917
0,0.186016165
1,0.395891924
1,0.55852273
1,0.651376719
1,0.70011143
0,0.424940329
1,0.527447087
1,0.626718928
1,0.685958541
1,0.717499086
1,0.733653506
1,0.741807546
1,0.745899931
0,0.447949197
0,0.238974445
1,0.422487192
1,0.57184359
0,0.358041794
1,0.493444897
1,0.609607248
1,0.677380584
1,0.713205684
0,0.43150592
1,0.530733576
1,0.628362911
1,0.68678068
1,0.717910185
0,0.433859061
1,0.531910325
0,0.328951321
1,0.477074892
1,0.601057292
0,0.373032616
0,0.201017102
1,0.40340871
1,0.562284387
0,0.3532582
0,0.191052301
1,0.398410791
0,0.259782323
0,0.142006547
1,0.373426351
1,0.547197791
0,0.345695818
1,0.487267294
1,0.606517524
1,0.675835537
1,0.712433124
1,0.731119633
1,0.740540431
0,0.445266338
1,0.537632394
0,0.331816042
1,0.47850799
0,0.301773989
0,0.163390993
0,0.084196296
1,0.342598308
0,0.231399186
1,0.427719599
1,0.576263801
0,0.360612701
